JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
3882,13,20,5/27/2022,Checkout,Drop-off,94.5
684,61,2,5/27/2022,Checkout,Drop-off,94.5
3812,63,4,5/27/2022,Homepage,View,158
3309,85,2,5/27/2022,Homepage,View,31
739,32,7,5/28/2022,Checkout,Drop-off,120
3272,32,19,5/28/2022,Checkout,Purchase,120
380,1,11,5/29/2022,Checkout,Drop-off,198
2072,1,20,5/29/2022,Checkout,Drop-off,198
1142,73,14,5/29/2022,Homepage,View,96
362,82,10,5/29/2022,Homepage,View,300
982,33,20,5/30/2022,Homepage,Click,78
944,79,11,5/30/2022,ProductPage,View,79
1990,97,9,5/30/2022,Homepage,Click,276
1740,9,13,5/31/2022,Checkout,Drop-off,184
3073,50,5,5/31/2022,ProductPage,View,216
2434,77,16,5/31/2022,Homepage,Click,152
1314,40,18,6/1/2022,homepage,Click,211
2224,88,4,6/1/2022,Checkout,Purchase,89
2530,88,18,6/1/2022,Homepage,View,39
454,93,3,6/1/2022,Homepage,View,268
2184,34,7,6/2/2022,ProductPage,Click,275
77,36,4,6/2/2022,Homepage,Click,100
1774,37,15,6/2/2022,Homepage,Click,223
3038,11,18,6/3/2022,ProductPage,View,157
923,68,9,6/3/2022,Homepage,Click,288
226,72,20,6/3/2022,Homepage,Click,206
365,6,5,6/4/2022,Checkout,Drop-off,150.63
742,8,9,6/4/2022,Homepage,View,79
2246,11,15,6/4/2022,ProductPage,View,114
1072,28,1,6/4/2022,ProductPage,View,149
2194,33,14,6/4/2022,Checkout,Purchase,217
292,39,15,6/4/2022,ProductPage,Click,201
1299,74,9,6/4/2022,Homepage,Click,240
2578,78,7,6/4/2022,Homepage,Click,110
2389,88,16,6/4/2022,Homepage,Click,95
2587,89,19,6/5/2022,checkout,Drop-off,0
3448,58,2,6/6/2022,Checkout,Purchase,247
2188,95,2,6/6/2022,ProductPage,View,237
2768,37,19,6/7/2022,ProductPage,Click,271
3682,42,13,6/7/2022,Homepage,Click,169
967,60,9,6/7/2022,Checkout,Drop-off,201.75
2567,84,6,6/7/2022,ProductPage,View,249
45,94,6,6/7/2022,productpage,View,118
1592,80,17,6/8/2022,ProductPage,View,148
2653,86,2,6/8/2022,productpage,Click,247
2162,26,15,6/9/2022,Homepage,Click,219
1048,71,16,6/9/2022,Checkout,Drop-off,219
730,23,13,6/10/2022,Checkout,Drop-off,0
2229,7,8,6/11/2022,ProductPage,Click,181
3550,40,20,6/11/2022,homepage,Click,255
1987,66,14,6/11/2022,ProductPage,Drop-off,244.5
111,72,12,6/11/2022,homepage,View,264
532,98,12,6/11/2022,ProductPage,Click,278
858,25,7,6/12/2022,Checkout,Drop-off,150.4
423,26,15,6/12/2022,Homepage,Click,121
1027,44,9,6/12/2022,Homepage,View,76
2284,58,3,6/12/2022,ProductPage,View,292
1088,80,9,6/12/2022,Checkout,Drop-off,150.4
1797,83,11,6/12/2022,Checkout,Purchase,209
2744,85,6,6/12/2022,ProductPage,View,54
3841,36,8,6/13/2022,productpage,Click,101
904,50,8,6/13/2022,Homepage,Click,200
2837,75,3,6/13/2022,ProductPage,View,195
3383,4,19,6/14/2022,Checkout,Drop-off,121.75
2352,33,18,6/14/2022,ProductPage,View,58
878,68,7,6/14/2022,ProductPage,View,67
1814,87,12,6/14/2022,ProductPage,View,69
3606,89,11,6/14/2022,Homepage,View,293
1928,25,11,6/15/2022,ProductPage,View,13
745,44,1,6/15/2022,Homepage,Click,115
625,57,1,6/15/2022,ProductPage,View,198
2907,59,11,6/15/2022,Homepage,View,255
522,78,19,6/15/2022,Homepage,View,101
1571,79,2,6/15/2022,Homepage,View,75
3156,88,8,6/15/2022,ProductPage,View,135
3126,3,5,6/16/2022,ProductPage,View,132
3506,35,1,6/16/2022,ProductPage,Click,209
1479,51,20,6/17/2022,Homepage,View,10
3300,57,13,6/17/2022,Homepage,View,78
132,68,14,6/17/2022,productpage,View,56
486,91,16,6/17/2022,Homepage,View,226
2158,3,14,6/18/2022,ProductPage,View,39
731,30,9,6/18/2022,productpage,View,49
3580,30,16,6/18/2022,Checkout,Drop-off,83.25
2232,35,16,6/18/2022,Homepage,View,89
3699,81,14,6/18/2022,Homepage,View,156
749,86,17,6/18/2022,Checkout,Drop-off,83.25
2043,8,20,6/19/2022,Homepage,View,69
2821,37,12,6/19/2022,Checkout,Purchase,134
993,44,16,6/19/2022,Homepage,Click,153
1230,58,1,6/19/2022,Homepage,View,211
1151,63,3,6/19/2022,Homepage,View,42
351,65,16,6/19/2022,Homepage,View,18
645,76,2,6/19/2022,Checkout,Purchase,108
865,78,1,6/19/2022,ProductPage,View,65
717,33,11,6/20/2022,Checkout,Drop-off,75.5
3611,33,11,6/20/2022,ProductPage,View,42
3411,36,4,6/20/2022,ProductPage,Click,109
1649,1,10,6/21/2022,Checkout,Drop-off,74.75
3234,15,2,6/21/2022,ProductPage,View,13
3060,22,6,6/21/2022,Checkout,Purchase,105
35,60,19,6/21/2022,homepage,Click,162
2182,72,9,6/21/2022,homepage,View,19
2520,64,10,6/22/2022,Homepage,View,27
270,66,9,6/22/2022,Checkout,Purchase,296
1050,67,12,6/22/2022,ProductPage,View,72
551,94,11,6/22/2022,Homepage,Click,115
3499,14,16,6/24/2022,ProductPage,Click,141
1871,21,2,6/24/2022,Homepage,Click,262
2911,43,15,6/24/2022,Homepage,View,77
1550,95,5,6/24/2022,ProductPage,View,286
2166,99,14,6/24/2022,ProductPage,View,246
1556,82,17,6/25/2022,Homepage,View,132
896,8,16,6/26/2022,productpage,View,273
1551,12,14,6/26/2022,Checkout,Drop-off,197.5
237,29,4,6/26/2022,Homepage,Click,260
2495,62,6,6/26/2022,Homepage,View,265
3931,67,20,6/26/2022,Homepage,View,205
114,92,10,6/26/2022,ProductPage,View,38
3475,99,7,6/26/2022,Homepage,View,144
1812,5,8,6/27/2022,ProductPage,View,227
1934,81,13,6/27/2022,Homepage,Click,158
2307,5,11,6/28/2022,ProductPage,View,104
2765,26,16,6/28/2022,productpage,Click,32
1634,27,4,6/28/2022,ProductPage,Click,25
3045,31,15,6/28/2022,homepage,View,72
2558,35,9,6/28/2022,Homepage,View,78
2998,60,16,6/28/2022,Homepage,Click,68
2377,66,20,6/28/2022,Checkout,Purchase,21
864,89,19,6/28/2022,Checkout,Drop-off,57.14
3842,19,7,6/29/2022,ProductPage,Click,257
1552,21,7,6/29/2022,ProductPage,View,287
591,52,6,6/29/2022,Homepage,Click,171
1398,55,11,6/29/2022,Homepage,Click,157
3824,87,9,6/29/2022,ProductPage,View,108
716,93,6,6/29/2022,ProductPage,View,35
2997,56,18,6/30/2022,Homepage,View,54
2087,4,5,7/1/2022,Homepage,Click,135
2007,83,19,7/1/2022,Checkout,Purchase,127
658,92,9,7/1/2022,ProductPage,View,29
2401,15,4,7/2/2022,Homepage,Click,86
2876,59,4,7/2/2022,Checkout,Drop-off,168
3006,66,10,7/2/2022,Checkout,Drop-off,168
1084,77,3,7/2/2022,ProductPage,Click,250
3075,12,8,7/3/2022,ProductPage,View,287
1323,21,5,7/3/2022,Checkout,Drop-off,143.86
3457,30,10,7/3/2022,Homepage,Click,87
128,34,8,7/3/2022,Homepage,Click,13
3399,70,3,7/3/2022,Checkout,Drop-off,143.86
2463,70,8,7/3/2022,ProductPage,View,282
2868,70,10,7/3/2022,ProductPage,View,81
3757,83,8,7/3/2022,Checkout,Drop-off,143.86
64,86,20,7/3/2022,ProductPage,View,77
1011,98,17,7/3/2022,ProductPage,View,180
2164,29,3,7/4/2022,Checkout,Purchase,174
3628,37,19,7/4/2022,Homepage,View,117
1811,42,7,7/4/2022,Checkout,Drop-off,152.17
2299,45,2,7/4/2022,ProductPage,View,188
1679,74,1,7/4/2022,ProductPage,View,288
3298,79,5,7/4/2022,ProductPage,View,118
2111,94,10,7/4/2022,ProductPage,View,28
3574,9,1,7/5/2022,ProductPage,Click,245
2798,49,3,7/5/2022,Checkout,Purchase,147
23,58,1,7/5/2022,Homepage,View,48
3691,58,3,7/5/2022,ProductPage,View,118
976,76,5,7/5/2022,Homepage,View,187
1242,83,8,7/6/2022,Checkout,Purchase,74
3527,14,17,7/7/2022,Checkout,Drop-off,297
70,75,17,7/7/2022,Homepage,View,297
3331,7,4,7/8/2022,Homepage,View,30
2221,41,12,7/8/2022,Homepage,View,292
2402,70,2,7/8/2022,ProductPage,Click,222
3274,90,20,7/8/2022,ProductPage,View,106
413,29,5,7/9/2022,ProductPage,Click,235
3356,49,19,7/9/2022,ProductPage,View,273
2503,85,8,7/9/2022,Checkout,Drop-off,179.25
518,89,12,7/9/2022,Homepage,View,56
1416,97,18,7/9/2022,Homepage,Click,153
2126,16,7,7/10/2022,Homepage,Click,217
1307,54,9,7/10/2022,ProductPage,Click,233
775,75,4,7/10/2022,ProductPage,View,224
685,1,12,7/11/2022,Homepage,View,22
859,27,4,7/11/2022,homepage,Click,249
1588,82,20,7/11/2022,ProductPage,View,143
711,87,6,7/11/2022,ProductPage,View,108
3407,96,1,7/11/2022,ProductPage,View,116
959,21,4,7/12/2022,Homepage,View,16
1970,28,3,7/12/2022,checkout,Drop-off,76.33
908,45,7,7/12/2022,ProductPage,View,107
1959,68,2,7/12/2022,ProductPage,Click,106
71,40,20,7/13/2022,Checkout,Drop-off,0
1329,38,13,7/14/2022,Homepage,Click,46
306,71,2,7/14/2022,Homepage,Click,179
2032,7,2,7/15/2022,ProductPage,View,75
1442,73,12,7/15/2022,Checkout,Drop-off,93
755,87,4,7/15/2022,ProductPage,View,111
2575,3,15,7/16/2022,ProductPage,View,229
1666,17,7,7/16/2022,Homepage,View,164
2308,34,8,7/16/2022,Homepage,Click,121
2025,61,19,7/16/2022,Homepage,Click,56
390,74,7,7/16/2022,Checkout,Drop-off,164.4
2289,91,12,7/16/2022,ProductPage,Click,252
2677,26,2,7/17/2022,Homepage,View,57
1560,40,3,7/17/2022,ProductPage,View,247
2313,8,16,7/18/2022,ProductPage,View,160
3909,36,4,7/18/2022,ProductPage,View,198
3610,37,2,7/18/2022,ProductPage,View,94
857,51,13,7/18/2022,checkout,Drop-off,172.17
2063,52,13,7/18/2022,Homepage,Click,188
2628,99,19,7/18/2022,ProductPage,View,226
815,100,10,7/18/2022,Checkout,Purchase,167
1348,3,20,7/19/2022,Checkout,Drop-off,149.5
636,18,12,7/19/2022,Checkout,Drop-off,149.5
3097,38,18,7/19/2022,ProductPage,View,138
191,40,10,7/19/2022,homepage,Click,100
622,72,8,7/19/2022,Homepage,View,169
2651,76,3,7/19/2022,ProductPage,Click,191
3344,1,5,7/20/2022,Checkout,Drop-off,187.6
1075,14,18,7/20/2022,Homepage,Click,186
1189,22,18,7/20/2022,ProductPage,View,139
3669,31,13,7/20/2022,Homepage,View,187
1637,34,7,7/20/2022,Homepage,View,276
2428,87,9,7/20/2022,Checkout,Purchase,150
2450,98,4,7/20/2022,Checkout,Drop-off,187.6
1956,29,14,7/21/2022,Homepage,View,179
249,58,7,7/21/2022,Homepage,View,133
2373,80,4,7/21/2022,Homepage,View,93
1335,90,6,7/21/2022,Homepage,View,56
1474,98,4,7/21/2022,ProductPage,View,143
1931,26,4,7/22/2022,Homepage,View,133
2109,27,7,7/22/2022,Homepage,View,163
3031,10,19,7/23/2022,Homepage,View,190
3452,34,8,7/23/2022,Homepage,View,208
1438,41,10,7/23/2022,Checkout,Purchase,89
3089,62,14,7/23/2022,Homepage,View,263
1661,63,11,7/23/2022,ProductPage,View,186
1183,69,18,7/23/2022,ProductPage,View,200
3062,20,16,7/24/2022,Checkout,Drop-off,176.25
1803,30,8,7/24/2022,ProductPage,View,252
525,34,10,7/24/2022,ProductPage,View,61
2826,83,1,7/24/2022,Homepage,View,150
3338,87,12,7/24/2022,Checkout,Purchase,242
3403,6,4,7/25/2022,ProductPage,View,46
2460,42,8,7/25/2022,ProductPage,View,111
1082,92,19,7/25/2022,Checkout,Drop-off,104
568,95,3,7/25/2022,Homepage,View,155
2855,47,9,7/26/2022,Homepage,Click,138
2288,29,4,7/27/2022,Homepage,Click,141
936,43,11,7/27/2022,ProductPage,Click,52
2843,11,20,7/28/2022,ProductPage,View,101
764,28,6,7/28/2022,Homepage,View,271
12,97,12,7/28/2022,ProductPage,View,227
3427,24,18,7/29/2022,ProductPage,Click,283
2213,84,14,7/29/2022,Checkout,Drop-off,159.5
2515,98,20,7/29/2022,ProductPage,View,36
3198,63,16,7/30/2022,Checkout,Drop-off,122.5
1702,68,19,7/30/2022,Homepage,View,68
1963,72,3,7/30/2022,ProductPage,View,94
2654,86,4,7/30/2022,ProductPage,Click,146
1374,94,12,7/30/2022,ProductPage,View,182
1755,97,8,7/30/2022,Checkout,Drop-off,122.5
2142,34,11,7/31/2022,Homepage,Click,224
386,37,6,7/31/2022,ProductPage,View,168
294,41,5,7/31/2022,Homepage,Click,121
2050,56,15,7/31/2022,Homepage,Click,126
1646,27,5,8/1/2022,Homepage,View,23
286,51,19,8/1/2022,Homepage,View,243
1861,66,2,8/1/2022,Homepage,View,22
2258,77,9,8/1/2022,Homepage,View,221
3240,25,15,8/2/2022,Checkout,Purchase,109
934,47,20,8/2/2022,ProductPage,Click,85
3746,57,13,8/2/2022,Homepage,View,249
1094,79,6,8/2/2022,Homepage,View,23
272,17,10,8/3/2022,checkout,Drop-off,256
2885,52,9,8/3/2022,productpage,Click,273
1995,85,18,8/3/2022,Homepage,View,239
1589,2,15,8/4/2022,ProductPage,View,38
850,5,15,8/4/2022,ProductPage,View,87
1029,32,2,8/4/2022,ProductPage,View,149
2339,39,2,8/4/2022,Homepage,View,272
3800,62,17,8/4/2022,ProductPage,View,46
154,85,20,8/4/2022,Homepage,View,22
1760,15,9,8/6/2022,Checkout,Drop-off,169.5
2940,77,1,8/6/2022,Homepage,Click,201
3225,80,13,8/6/2022,productpage,View,138
2485,4,2,8/7/2022,Checkout,Drop-off,188.33
1436,52,8,8/7/2022,Homepage,Click,282
1155,91,15,8/7/2022,ProductPage,View,64
957,98,15,8/7/2022,ProductPage,View,219
1186,7,14,8/8/2022,ProductPage,Click,272
843,12,10,8/8/2022,ProductPage,View,30
3454,83,13,8/8/2022,Checkout,Drop-off,151.33
1961,88,5,8/8/2022,Homepage,View,152
1149,47,5,8/9/2022,homepage,Click,196
1582,58,2,8/9/2022,Homepage,View,272
358,62,11,8/9/2022,Homepage,Click,191
2403,63,14,8/9/2022,ProductPage,Click,274
2478,78,15,8/9/2022,Homepage,Click,269
844,82,16,8/9/2022,ProductPage,View,162
2325,96,11,8/9/2022,checkout,Purchase,221
39,63,18,8/10/2022,ProductPage,View,233
2795,69,7,8/10/2022,Checkout,Drop-off,174
2952,77,19,8/10/2022,Homepage,View,110
1253,78,17,8/10/2022,Homepage,Click,201
851,88,10,8/10/2022,Homepage,View,195
2548,91,5,8/10/2022,Checkout,Purchase,131
2436,19,16,8/11/2022,Homepage,View,275
2466,24,17,8/11/2022,ProductPage,View,132
2438,41,5,8/11/2022,Checkout,Drop-off,181.33
621,66,8,8/11/2022,Homepage,View,137
2073,18,14,8/12/2022,ProductPage,View,25
3741,48,2,8/12/2022,Homepage,View,238
854,59,8,8/12/2022,ProductPage,View,40
1875,67,18,8/12/2022,homepage,View,220
1546,68,10,8/12/2022,ProductPage,Drop-off,130.75
1472,5,7,8/13/2022,Homepage,View,35
839,40,4,8/13/2022,Homepage,View,59
863,43,6,8/13/2022,ProductPage,View,208
2670,87,19,8/13/2022,ProductPage,Click,54
3855,100,8,8/13/2022,Homepage,Click,69
2501,79,3,8/14/2022,ProductPage,View,146
424,94,10,8/14/2022,Checkout,Purchase,164
3565,67,14,8/15/2022,Homepage,Click,129
302,14,10,8/16/2022,Checkout,Drop-off,0
3346,57,11,8/17/2022,Homepage,Click,140
1372,63,7,8/17/2022,Homepage,View,46
549,50,4,8/18/2022,Homepage,View,110
1306,50,8,8/18/2022,Homepage,Click,136
563,65,20,8/18/2022,ProductPage,Click,283
2228,92,14,8/18/2022,Homepage,Click,193
502,10,3,8/19/2022,ProductPage,View,134
970,22,19,8/19/2022,Homepage,View,199
3474,43,9,8/19/2022,ProductPage,View,208
2035,46,18,8/19/2022,productpage,View,92
2017,62,7,8/19/2022,Checkout,Drop-off,134
1340,64,9,8/19/2022,Homepage,Click,49
3061,77,13,8/19/2022,Homepage,View,211
1001,78,2,8/19/2022,ProductPage,Click,108
679,97,14,8/19/2022,Checkout,Purchase,156
1357,49,19,8/20/2022,Homepage,View,201
2272,57,6,8/20/2022,Checkout,Drop-off,145.5
189,57,8,8/20/2022,Checkout,Drop-off,145.5
1542,78,5,8/20/2022,ProductPage,View,161
1973,83,20,8/20/2022,ProductPage,Click,151
506,100,17,8/20/2022,Homepage,View,69
1116,41,12,8/21/2022,Homepage,Click,46
488,72,16,8/21/2022,Checkout,Drop-off,46
11,23,12,8/22/2022,Checkout,Drop-off,95.71
1196,29,12,8/22/2022,Checkout,Drop-off,95.71
1488,29,20,8/22/2022,ProductPage,View,174
2178,34,5,8/22/2022,productpage,Click,41
2913,35,10,8/22/2022,Homepage,Click,89
93,43,8,8/22/2022,Checkout,Drop-off,95.71
432,73,3,8/22/2022,ProductPage,Click,27
1767,87,1,8/22/2022,Homepage,View,137
3530,89,12,8/22/2022,Homepage,View,179
2690,90,9,8/22/2022,ProductPage,Click,23
1464,26,18,8/23/2022,Homepage,View,26
2091,41,9,8/23/2022,ProductPage,View,44
2408,46,8,8/23/2022,ProductPage,View,186
72,47,15,8/23/2022,Homepage,Click,34
1665,6,15,8/24/2022,homepage,View,281
704,14,13,8/24/2022,Checkout,Drop-off,191.25
2531,31,5,8/24/2022,Checkout,Drop-off,191.25
1635,39,20,8/24/2022,Homepage,View,85
2737,47,17,8/24/2022,Homepage,Click,145
2283,65,15,8/24/2022,ProductPage,View,254
3129,14,15,8/25/2022,ProductPage,Click,192
1152,20,10,8/25/2022,Homepage,View,166
1540,61,16,8/25/2022,ProductPage,View,128
7,80,4,8/25/2022,Homepage,View,298
1321,90,9,8/25/2022,ProductPage,View,279
2576,40,4,8/26/2022,Homepage,View,137
3587,47,13,8/26/2022,ProductPage,View,133
2405,78,11,8/26/2022,ProductPage,View,287
217,82,16,8/26/2022,Homepage,View,118
3297,96,11,8/26/2022,ProductPage,View,278
3260,17,12,8/27/2022,ProductPage,View,198
1864,23,9,8/27/2022,Homepage,Click,253
1154,54,7,8/27/2022,ProductPage,View,203
3139,71,13,8/27/2022,Checkout,Drop-off,218
2122,21,5,8/28/2022,Homepage,View,79
360,63,18,8/28/2022,Homepage,Click,270
2738,29,15,8/29/2022,ProductPage,Click,186
1349,57,10,8/29/2022,Homepage,View,255
1512,59,18,8/29/2022,Checkout,Drop-off,208
374,67,13,8/29/2022,ProductPage,Click,114
3575,68,20,8/29/2022,Checkout,Purchase,277
2511,5,19,8/30/2022,Homepage,View,207
2656,41,9,8/30/2022,Checkout,Drop-off,178.5
1331,43,2,8/30/2022,Homepage,View,266
703,60,16,8/30/2022,Homepage,View,23
1834,78,20,8/30/2022,ProductPage,View,236
3025,92,5,8/30/2022,Homepage,View,244
484,98,7,8/30/2022,Homepage,Click,222
2430,41,1,8/31/2022,Homepage,View,251
3310,74,12,8/31/2022,Homepage,Click,60
2198,34,16,9/1/2022,ProductPage,View,187
1101,49,9,9/1/2022,Checkout,Drop-off,187
1401,30,13,9/2/2022,Homepage,Click,49
1375,66,6,9/2/2022,Checkout,Drop-off,49
720,16,11,9/3/2022,Homepage,View,195
1693,66,8,9/3/2022,Homepage,View,219
420,25,16,9/4/2022,Homepage,Click,204
3705,57,19,9/4/2022,Homepage,Click,49
32,67,11,9/4/2022,Checkout,Drop-off,126.5
443,98,5,9/4/2022,Checkout,Drop-off,126.5
1254,22,1,9/5/2022,ProductPage,Click,244
2477,43,1,9/5/2022,Homepage,View,280
1859,92,10,9/5/2022,Homepage,View,116
2383,22,2,9/6/2022,Homepage,Click,195
1776,22,15,9/6/2022,Homepage,View,70
3634,31,6,9/6/2022,ProductPage,View,231
930,36,7,9/6/2022,ProductPage,View,149
86,83,3,9/6/2022,Homepage,View,79
3177,100,19,9/6/2022,ProductPage,View,194
1992,6,17,9/7/2022,Homepage,View,293
210,63,7,9/7/2022,Checkout,Drop-off,190.5
3868,83,3,9/7/2022,Homepage,View,88
293,18,19,9/8/2022,ProductPage,Click,77
902,57,8,9/8/2022,Homepage,View,159
171,29,2,9/9/2022,Homepage,Click,287
2505,52,6,9/9/2022,checkout,Purchase,112
1342,60,16,9/9/2022,Homepage,View,201
456,93,20,9/9/2022,Checkout,Drop-off,200
2877,99,12,9/9/2022,checkout,Drop-off,200
3105,84,12,9/10/2022,homepage,View,209
2923,28,15,9/11/2022,ProductPage,View,186
2657,63,14,9/11/2022,Homepage,View,116
2311,75,8,9/11/2022,Checkout,Purchase,34
2090,78,2,9/12/2022,ProductPage,View,46
3205,98,7,9/12/2022,ProductPage,View,145
2823,41,19,9/13/2022,Checkout,Drop-off,193.33
410,71,12,9/13/2022,Homepage,View,38
890,92,10,9/13/2022,Homepage,Click,259
3479,95,17,9/13/2022,ProductPage,Click,283
2818,32,4,9/14/2022,Homepage,Click,155
555,53,5,9/14/2022,Homepage,View,247
1526,65,20,9/14/2022,ProductPage,Click,87
1756,41,17,9/15/2022,ProductPage,View,117
3228,63,4,9/15/2022,Checkout,Drop-off,117
3482,66,3,9/15/2022,ProductPage,Drop-off,117
240,15,9,9/16/2022,Homepage,Click,103
1431,20,8,9/16/2022,Checkout,Drop-off,180.67
2950,28,8,9/16/2022,Homepage,Click,278
3700,68,18,9/16/2022,Homepage,Click,161
626,75,10,9/16/2022,Checkout,Drop-off,180.67
1895,81,10,9/16/2022,Checkout,Drop-off,180.67
3903,67,10,9/17/2022,Homepage,Click,215
280,69,15,9/17/2022,Homepage,Click,223
1532,47,13,9/18/2022,Checkout,Drop-off,242.67
3848,53,4,9/18/2022,Homepage,View,181
2498,86,7,9/18/2022,ProductPage,View,264
1716,95,15,9/18/2022,Homepage,View,283
1265,79,12,9/19/2022,Homepage,View,147
3703,85,15,9/19/2022,ProductPage,Click,72
3921,64,10,9/20/2022,ProductPage,Click,251
300,91,16,9/20/2022,Checkout,Drop-off,251
3723,40,19,9/21/2022,ProductPage,View,99
700,77,20,9/21/2022,Checkout,Drop-off,110
3180,78,5,9/21/2022,ProductPage,View,106
2443,82,2,9/21/2022,Homepage,View,125
3549,22,6,9/22/2022,productpage,View,172
718,60,13,9/22/2022,Homepage,Click,179
2124,1,3,9/23/2022,ProductPage,View,161
1486,13,16,9/23/2022,Homepage,View,285
2310,31,3,9/23/2022,ProductPage,Click,133
1960,2,2,9/24/2022,Homepage,Click,101
687,90,6,9/24/2022,Homepage,View,10
87,2,2,9/25/2022,Homepage,View,277
3071,16,4,9/25/2022,ProductPage,View,214
3633,25,6,9/25/2022,Checkout,Drop-off,226.25
3048,53,13,9/25/2022,ProductPage,Click,136
284,88,7,9/25/2022,Homepage,Click,278
2643,8,18,9/26/2022,Homepage,View,110
516,14,15,9/26/2022,Checkout,Drop-off,138.25
3645,57,18,9/26/2022,Homepage,Click,206
2360,82,4,9/26/2022,ProductPage,View,204
910,85,11,9/26/2022,ProductPage,View,33
1823,40,15,9/27/2022,ProductPage,View,55
1347,77,16,9/27/2022,Homepage,View,109
1807,30,15,9/28/2022,homepage,View,95
3423,48,2,9/28/2022,Homepage,View,149
2703,53,7,9/28/2022,Checkout,Drop-off,183.25
371,71,11,9/28/2022,ProductPage,View,227
733,83,16,9/28/2022,ProductPage,View,262
274,95,19,9/28/2022,checkout,Drop-off,183.25
3488,31,2,9/29/2022,Homepage,Click,135
457,33,19,9/29/2022,Homepage,Click,71
434,46,4,9/29/2022,Homepage,View,94
2992,63,8,9/29/2022,Homepage,View,136
3146,83,20,9/29/2022,Homepage,Click,37
1890,12,11,9/30/2022,Homepage,Click,162
448,27,4,9/30/2022,ProductPage,View,279
3320,31,5,9/30/2022,Checkout,Drop-off,132
1574,38,15,9/30/2022,ProductPage,Click,51
1020,78,13,9/30/2022,ProductPage,View,37
2937,89,4,9/30/2022,Homepage,Click,131
2484,42,9,10/1/2022,Checkout,Drop-off,199.5
981,63,14,10/1/2022,Homepage,View,292
1853,88,18,10/1/2022,homepage,View,107
2055,91,16,10/1/2022,Checkout,Drop-off,199.5
2079,4,13,10/2/2022,ProductPage,Click,153
3433,41,8,10/2/2022,Homepage,Click,212
2393,52,20,10/2/2022,Homepage,Click,163
3176,41,10,10/3/2022,Homepage,View,203
1674,47,16,10/3/2022,Checkout,Purchase,248
3078,53,10,10/3/2022,Checkout,Drop-off,225.5
680,86,13,10/3/2022,Checkout,Drop-off,225.5
1303,11,14,10/4/2022,ProductPage,View,77
1748,61,20,10/4/2022,Checkout,Purchase,20
3053,33,4,10/5/2022,Homepage,View,34
1601,42,12,10/5/2022,Checkout,Purchase,237
2061,46,5,10/5/2022,ProductPage,View,112
574,69,6,10/5/2022,Homepage,View,56
2808,70,17,10/5/2022,Checkout,Drop-off,94.6
1272,15,9,10/6/2022,ProductPage,Click,69
1467,32,17,10/6/2022,Homepage,Click,262
1330,39,17,10/6/2022,Homepage,View,69
1804,44,10,10/6/2022,Homepage,View,165
1981,68,6,10/6/2022,Homepage,Click,80
2943,72,16,10/6/2022,Homepage,View,264
1444,82,1,10/6/2022,ProductPage,View,49
2782,32,13,10/7/2022,checkout,Drop-off,104
2013,38,5,10/7/2022,ProductPage,View,31
262,52,16,10/7/2022,ProductPage,View,53
1583,66,5,10/7/2022,Homepage,Click,192
313,85,5,10/7/2022,ProductPage,View,140
917,4,19,10/8/2022,ProductPage,Click,55
3315,21,4,10/8/2022,Homepage,Click,73
3489,71,11,10/8/2022,Homepage,View,26
1878,63,14,10/9/2022,Checkout,Purchase,31
3185,80,8,10/9/2022,ProductPage,Click,291
2655,84,4,10/9/2022,homepage,View,146
2080,87,16,10/9/2022,Homepage,View,121
464,32,1,10/10/2022,ProductPage,View,153
1595,46,4,10/10/2022,Checkout,Drop-off,147.75
1412,61,9,10/10/2022,ProductPage,View,30
3927,71,19,10/10/2022,Homepage,View,277
1555,74,15,10/10/2022,Homepage,View,131
2395,74,9,10/11/2022,ProductPage,Click,245
1722,84,5,10/11/2022,checkout,Drop-off,245
2917,93,2,10/11/2022,Checkout,Drop-off,245
2592,8,12,10/12/2022,ProductPage,View,15
3697,37,2,10/12/2022,ProductPage,View,143
2858,45,7,10/12/2022,Homepage,Click,153
1481,57,11,10/13/2022,checkout,Drop-off,272
1219,81,12,10/13/2022,ProductPage,View,272
3502,28,7,10/14/2022,ProductPage,View,70
3916,85,6,10/14/2022,ProductPage,View,46
2919,50,20,10/16/2022,homepage,Click,273
3889,55,13,10/16/2022,ProductPage,View,217
1876,98,5,10/16/2022,checkout,Drop-off,245
1845,6,15,10/17/2022,Homepage,View,291
613,10,7,10/17/2022,Homepage,View,245
2136,16,12,10/17/2022,Checkout,Drop-off,183.25
3880,22,6,10/17/2022,Homepage,View,61
1839,41,3,10/17/2022,Checkout,Drop-off,183.25
2541,92,15,10/17/2022,ProductPage,View,136
1926,38,9,10/18/2022,ProductPage,View,201
2031,46,2,10/18/2022,Checkout,Drop-off,201
501,57,17,10/19/2022,Homepage,View,14
3367,100,12,10/19/2022,Homepage,View,131
3673,12,14,10/21/2022,Checkout,Drop-off,56
2769,70,17,10/21/2022,ProductPage,Click,56
991,11,4,10/22/2022,ProductPage,View,273
789,12,7,10/22/2022,Homepage,Click,246
421,25,2,10/22/2022,ProductPage,Click,269
3776,28,1,10/22/2022,ProductPage,Drop-off,172.8
1218,54,8,10/22/2022,ProductPage,View,55
3622,85,17,10/22/2022,ProductPage,View,21
2448,4,7,10/23/2022,Homepage,View,24
2150,14,13,10/23/2022,Homepage,Click,121
