EngagementID,ContentID,CampaignID,ProductId,EngagementDate,ContentType,Views,Clicks,Likes
891,15,13,10,5/13/2022,BLOG,6196,821,167
1899,22,9,14,5/13/2022,SOCIAL MEDIA,2152,643,169
1560,19,3,3,5/14/2022,VIDEO,240,54,10
2603,16,7,6,5/14/2022,VIDEO,872,115,46
4448,7,1,14,5/14/2022,BLOG,7739,2745,1092
535,39,10,18,5/15/2022,SOCIAL MEDIA,5497,2279,382
2768,7,11,20,5/16/2022,VIDEO,896,372,129
2664,46,4,3,5/16/2022,BLOG,3541,1296,165
4489,20,13,8,5/16/2022,VIDEO,829,247,81
3022,21,14,3,5/16/2022,SOCIAL MEDIA,6773,1287,335
3273,49,14,17,5/16/2022,SOCIAL MEDIA,6595,2275,674
4580,22,3,18,5/17/2022,VIDEO,960,212,87
2626,37,8,11,5/18/2022,BLOG,7567,1222,494
719,31,13,16,5/18/2022,BLOG,7338,2960,846
1541,18,5,16,5/19/2022,BLOG,2446,913,240
1617,1,14,12,5/19/2022,BLOG,7361,1919,329
1905,27,13,1,5/20/2022,SOCIAL MEDIA,6524,2422,1016
653,24,3,9,5/20/2022,VIDEO,8533,1197,422
3413,35,1,19,5/20/2022,BLOG,4602,405,149
3473,41,3,9,5/21/2022,SOCIAL MEDIA,4076,822,108
3104,15,16,5,5/21/2022,SOCIAL MEDIA,6701,2524,440
4619,31,3,19,5/21/2022,VIDEO,8115,1872,270
1267,49,17,16,5/21/2022,VIDEO,1229,385,101
1781,7,13,13,5/21/2022,VIDEO,3042,749,317
1676,31,17,12,5/22/2022,SOCIAL MEDIA,929,344,132
1400,20,11,6,5/22/2022,VIDEO,2175,401,102
84,24,18,14,5/22/2022,SOCIAL MEDIA,6319,832,116
4464,49,2,5,5/22/2022,VIDEO,3097,1114,448
2966,19,14,11,5/22/2022,BLOG,4537,1711,566
394,19,8,17,5/23/2022,VIDEO,1434,320,41
2871,4,17,13,5/23/2022,VIDEO,2431,485,129
3855,10,17,9,5/24/2022,BLOG,1523,403,169
4233,36,3,12,5/24/2022,VIDEO,2868,1062,452
4621,10,20,7,5/24/2022,VIDEO,1609,599,78
3923,2,8,5,5/25/2022,SOCIAL MEDIA,7771,3289,864
90,35,7,9,5/25/2022,VIDEO,3338,1402,595
2817,6,7,9,5/27/2022,BLOG,2181,902,324
2424,33,15,12,5/28/2022,VIDEO,8532,2442,830
1583,30,3,1,5/28/2022,VIDEO,1564,518,141
1860,1,15,16,5/29/2022,BLOG,7759,3142,1203
225,20,13,3,5/29/2022,SOCIAL MEDIA,2610,245,71
3644,41,1,4,5/29/2022,BLOG,3884,1675,483
4263,15,17,11,5/30/2022,VIDEO,652,121,27
734,30,19,5,5/30/2022,BLOG,8104,1780,277
1105,35,20,7,5/30/2022,BLOG,3374,720,193
2855,24,17,3,5/30/2022,SOCIAL MEDIA,6273,1825,299
1610,38,8,20,5/31/2022,SOCIAL MEDIA,2861,964,380
878,24,17,12,5/31/2022,SOCIAL MEDIA,8344,1381,184
768,40,19,10,5/31/2022,VIDEO,3278,881,216
3636,18,9,1,5/31/2022,SOCIAL MEDIA,5058,921,275
650,28,8,9,6/1/2022,VIDEO,7396,2102,483
2813,48,2,7,6/1/2022,SOCIAL MEDIA,8387,846,326
2732,44,15,11,6/1/2022,SOCIAL MEDIA,3302,403,91
1979,1,18,14,6/2/2022,SOCIAL MEDIA,1649,567,221
700,1,11,6,6/2/2022,VIDEO,1404,287,62
4572,17,18,3,6/2/2022,VIDEO,2067,342,123
4555,5,6,5,6/3/2022,BLOG,7745,1731,622
1158,33,6,20,6/3/2022,SOCIAL MEDIA,3508,610,134
2191,19,7,3,6/3/2022,BLOG,5680,827,324
1778,37,5,20,6/4/2022,SOCIAL MEDIA,3264,474,176
637,33,1,3,6/4/2022,BLOG,1175,464,48
241,4,17,6,6/4/2022,VIDEO,2226,478,41
2987,7,15,1,6/4/2022,BLOG,7729,1353,464
1798,6,5,4,6/5/2022,BLOG,2869,875,304
3811,50,1,16,6/6/2022,SOCIAL MEDIA,3995,1317,213
4440,30,10,9,6/7/2022,BLOG,7755,2346,619
1669,33,7,13,6/7/2022,SOCIAL MEDIA,5672,1412,135
1561,2,3,15,6/7/2022,BLOG,3012,309,71
2213,6,15,7,6/7/2022,BLOG,6123,1627,461
702,23,11,16,6/8/2022,BLOG,3505,796,170
1287,46,11,11,6/8/2022,BLOG,7697,2001,711
910,19,8,11,6/9/2022,VIDEO,4025,1169,474
621,45,13,13,6/9/2022,BLOG,5865,2367,588
584,48,7,7,6/9/2022,SOCIAL MEDIA,8032,2851,790
467,7,18,4,6/9/2022,SOCIAL MEDIA,4551,1228,208
2883,31,20,8,6/10/2022,VIDEO,5326,2157,393
4510,30,15,16,6/10/2022,SOCIAL MEDIA,7883,1334,428
3671,21,15,19,6/11/2022,VIDEO,168,49,16
1528,39,17,16,6/11/2022,BLOG,8505,862,302
1142,37,6,4,6/12/2022,BLOG,3523,904,134
3772,47,11,16,6/12/2022,BLOG,3424,308,113
3777,50,19,16,6/13/2022,SOCIAL MEDIA,7291,857,292
813,43,10,3,6/13/2022,BLOG,195,78,8
1090,50,14,20,6/13/2022,BLOG,7412,1450,406
2223,30,4,18,6/13/2022,SOCIAL MEDIA,6638,2582,658
2403,43,3,17,6/14/2022,SOCIAL MEDIA,7193,2365,609
2690,34,16,1,6/14/2022,SOCIAL MEDIA,3805,913,258
4314,25,1,2,6/14/2022,BLOG,2546,320,95
12,29,3,10,6/15/2022,SOCIAL MEDIA,7877,2037,396
810,16,10,12,6/16/2022,BLOG,6547,1222,425
764,48,6,10,6/18/2022,BLOG,7732,2570,731
6,32,18,19,6/18/2022,SOCIAL MEDIA,8237,1641,648
460,24,18,18,6/18/2022,SOCIAL MEDIA,6974,1320,296
1811,31,14,13,6/18/2022,BLOG,5849,1010,356
3191,27,19,19,6/18/2022,BLOG,4667,1554,517
4313,7,13,11,6/19/2022,SOCIAL MEDIA,734,139,43
4084,35,4,5,6/19/2022,BLOG,5185,727,144
3737,37,19,2,6/19/2022,SOCIAL MEDIA,8272,2750,471
1736,38,5,10,6/19/2022,BLOG,5638,2300,358
2340,34,12,12,6/19/2022,SOCIAL MEDIA,1648,476,137
675,25,4,2,6/19/2022,SOCIAL MEDIA,7826,1547,353
3720,16,11,18,6/20/2022,SOCIAL MEDIA,222,21,5
2971,46,5,4,6/21/2022,VIDEO,7418,810,256
1080,46,18,10,6/21/2022,SOCIAL MEDIA,6786,1710,188
1230,38,7,1,6/21/2022,BLOG,6509,721,90
299,14,14,20,6/22/2022,SOCIAL MEDIA,1026,320,48
3310,41,15,17,6/22/2022,SOCIAL MEDIA,8330,1556,636
3147,49,6,6,6/23/2022,VIDEO,6837,2251,300
4531,10,15,16,6/23/2022,BLOG,4851,1250,316
1318,1,5,7,6/23/2022,BLOG,6963,1336,263
1414,27,6,17,6/23/2022,VIDEO,5570,1488,238
1059,12,2,19,6/23/2022,BLOG,7648,1110,458
2370,22,9,1,6/23/2022,BLOG,3466,420,35
361,35,15,13,6/24/2022,VIDEO,1656,164,26
602,1,7,14,6/25/2022,BLOG,5457,639,203
1527,46,7,5,6/25/2022,SOCIAL MEDIA,3675,1326,219
3002,4,19,14,6/25/2022,VIDEO,4279,1718,150
3080,1,18,2,6/25/2022,BLOG,1131,272,57
3881,4,11,13,6/25/2022,SOCIAL MEDIA,636,239,27
4560,15,11,11,6/26/2022,VIDEO,7932,3137,1046
4093,21,19,14,6/27/2022,BLOG,7191,1071,115
3914,5,6,7,6/28/2022,SOCIAL MEDIA,7091,2316,798
3690,4,19,3,6/28/2022,VIDEO,6853,1183,231
1973,41,10,7,6/28/2022,BLOG,5847,1018,389
465,25,1,14,6/28/2022,BLOG,5626,497,134
176,9,5,4,6/28/2022,SOCIAL MEDIA,1142,121,16
652,22,6,4,6/29/2022,VIDEO,984,281,91
911,32,18,3,6/30/2022,SOCIAL MEDIA,3103,995,121
3522,10,17,1,6/30/2022,BLOG,7023,2063,259
3672,35,7,4,7/1/2022,SOCIAL MEDIA,4511,866,270
4567,10,10,14,7/1/2022,SOCIAL MEDIA,2792,926,119
2990,17,4,14,7/2/2022,SOCIAL MEDIA,138,28,5
3318,4,9,3,7/2/2022,VIDEO,4596,792,136
3761,14,6,7,7/2/2022,VIDEO,1109,99,23
359,5,6,20,7/2/2022,VIDEO,5643,1767,633
345,14,19,13,7/2/2022,VIDEO,7762,2590,781
288,21,6,10,7/2/2022,SOCIAL MEDIA,7333,1200,255
1536,14,1,5,7/2/2022,SOCIAL MEDIA,7082,1186,278
2288,19,1,15,7/2/2022,SOCIAL MEDIA,3418,426,162
3236,13,14,13,7/4/2022,SOCIAL MEDIA,1205,107,27
3409,8,7,18,7/5/2022,SOCIAL MEDIA,7218,858,232
4400,9,15,8,7/5/2022,VIDEO,1230,425,123
2952,49,16,8,7/5/2022,VIDEO,548,99,30
136,30,16,8,7/5/2022,BLOG,6423,2478,524
677,39,18,16,7/5/2022,VIDEO,6793,1772,200
1417,30,11,8,7/5/2022,VIDEO,4952,1314,467
16,2,17,16,7/6/2022,SOCIAL MEDIA,5980,1227,276
2544,46,20,14,7/6/2022,SOCIAL MEDIA,2505,786,246
1534,24,10,9,7/6/2022,SOCIAL MEDIA,1119,272,51
4397,35,19,8,7/6/2022,SOCIAL MEDIA,1461,312,51
3570,31,13,8,7/6/2022,VIDEO,3980,1304,272
4486,16,4,4,7/6/2022,VIDEO,1321,447,89
3568,39,14,17,7/7/2022,SOCIAL MEDIA,1268,434,44
3143,14,14,14,7/7/2022,VIDEO,174,64,5
3728,12,4,9,7/7/2022,VIDEO,3798,578,134
3888,47,18,4,7/7/2022,VIDEO,7819,857,171
2218,23,8,9,7/7/2022,SOCIAL MEDIA,3493,1187,300
2417,29,7,4,7/8/2022,SOCIAL MEDIA,2044,667,219
2459,10,12,10,7/8/2022,SOCIAL MEDIA,2052,646,179
2022,8,19,14,7/8/2022,SOCIAL MEDIA,1522,468,158
4205,25,14,17,7/8/2022,BLOG,6018,913,273
3673,34,15,8,7/9/2022,VIDEO,6797,579,54
3155,2,18,1,7/10/2022,SOCIAL MEDIA,6466,2501,689
2075,32,6,1,7/10/2022,BLOG,7692,647,174
2009,2,1,3,7/10/2022,SOCIAL MEDIA,6357,1084,222
2510,21,8,1,7/10/2022,BLOG,6521,577,123
2684,37,6,5,7/10/2022,VIDEO,1402,382,116
1910,36,7,8,7/11/2022,SOCIAL MEDIA,851,327,44
1792,45,5,15,7/11/2022,SOCIAL MEDIA,5903,2396,657
292,47,7,15,7/11/2022,BLOG,6436,1497,259
305,14,17,19,7/11/2022,VIDEO,6103,790,152
3941,22,3,2,7/11/2022,SOCIAL MEDIA,2375,690,152
3839,48,20,8,7/11/2022,BLOG,7522,3061,454
4004,4,9,2,7/12/2022,BLOG,7793,1064,412
119,45,11,15,7/12/2022,BLOG,3962,426,117
2063,27,18,6,7/12/2022,BLOG,3226,1062,390
2328,42,18,14,7/12/2022,SOCIAL MEDIA,4599,741,248
1785,46,20,7,7/13/2022,SOCIAL MEDIA,6879,2422,846
561,34,3,1,7/13/2022,SOCIAL MEDIA,1862,468,166
3952,19,13,10,7/13/2022,VIDEO,6956,588,217
3683,23,3,11,7/14/2022,BLOG,8021,1974,422
960,30,17,9,7/14/2022,BLOG,7823,1177,132
2812,21,18,1,7/14/2022,VIDEO,4141,1516,302
1500,27,12,8,7/15/2022,BLOG,6044,1774,346
4492,32,20,17,7/15/2022,SOCIAL MEDIA,3007,396,129
3596,15,1,17,7/16/2022,BLOG,721,105,16
1575,22,10,4,7/16/2022,BLOG,3659,650,120
2956,17,11,20,7/16/2022,VIDEO,4958,1593,446
317,42,16,10,7/16/2022,SOCIAL MEDIA,1974,785,94
771,48,3,12,7/17/2022,BLOG,1409,572,233
1262,3,18,5,7/18/2022,VIDEO,1196,292,108
3046,15,6,11,7/18/2022,VIDEO,7442,2679,753
1672,13,1,17,7/19/2022,VIDEO,5421,1005,137
1878,10,13,5,7/19/2022,BLOG,7350,770,272
2388,18,10,2,7/20/2022,SOCIAL MEDIA,4070,1154,127
1506,39,7,5,7/21/2022,SOCIAL MEDIA,2117,857,261
3787,29,9,19,7/21/2022,BLOG,302,80,30
4462,22,18,9,7/21/2022,BLOG,7005,2794,607
1002,39,4,5,7/22/2022,SOCIAL MEDIA,1173,367,128
1224,24,1,1,7/23/2022,VIDEO,7066,1061,166
42,16,17,8,7/23/2022,BLOG,6771,2617,840
3851,21,14,6,7/23/2022,VIDEO,2908,393,69
3434,42,7,13,7/24/2022,SOCIAL MEDIA,4000,1007,269
4607,42,14,3,7/24/2022,VIDEO,5652,830,287
265,10,1,5,7/24/2022,SOCIAL MEDIA,164,64,5
767,11,11,20,7/24/2022,VIDEO,6105,2088,755
2369,27,2,2,7/24/2022,BLOG,4655,857,96
2633,20,13,6,7/24/2022,SOCIAL MEDIA,4297,1051,123
1586,26,15,17,7/25/2022,BLOG,81,17,2
3326,44,4,5,7/26/2022,BLOG,1355,518,128
3587,21,6,16,7/26/2022,SOCIAL MEDIA,91,32,7
4236,4,5,13,7/26/2022,VIDEO,6797,1484,325
1682,3,4,3,7/27/2022,SOCIAL MEDIA,1860,361,86
1433,24,14,19,7/27/2022,SOCIAL MEDIA,3663,1371,200
132,2,19,8,7/28/2022,SOCIAL MEDIA,2773,541,88
1902,13,10,3,7/28/2022,BLOG,4584,907,87
2238,45,14,3,7/29/2022,SOCIAL MEDIA,173,63,5
608,33,16,6,7/29/2022,SOCIAL MEDIA,3491,635,62
3719,39,13,15,7/29/2022,VIDEO,3069,809,145
4508,41,19,15,7/29/2022,BLOG,220,53,6
3861,16,8,8,7/30/2022,VIDEO,2063,542,180
3006,48,20,10,7/30/2022,SOCIAL MEDIA,6367,644,112
605,10,15,13,7/30/2022,SOCIAL MEDIA,5831,622,171
1727,16,3,11,7/30/2022,BLOG,4127,965,241
2721,45,14,5,7/31/2022,SOCIAL MEDIA,5413,1394,530
2903,46,3,10,7/31/2022,SOCIAL MEDIA,2124,268,22
544,16,9,14,7/31/2022,BLOG,263,56,16
1084,33,16,6,7/31/2022,BLOG,4052,920,250
2447,3,2,2,8/1/2022,BLOG,6715,2506,620
3625,20,10,19,8/1/2022,BLOG,2132,430,63
3375,37,3,11,8/1/2022,VIDEO,7397,2612,391
3576,8,2,16,8/2/2022,BLOG,3351,321,96
4077,13,10,15,8/2/2022,SOCIAL MEDIA,3397,897,227
2687,49,1,13,8/2/2022,BLOG,3451,368,59
1735,7,12,1,8/2/2022,SOCIAL MEDIA,4302,1198,176
1436,13,11,20,8/2/2022,SOCIAL MEDIA,3507,1283,318
1597,13,14,1,8/3/2022,VIDEO,4135,458,112
2085,8,10,13,8/3/2022,SOCIAL MEDIA,2521,350,39
3135,47,20,1,8/3/2022,BLOG,3374,1056,347
3291,17,7,6,8/3/2022,VIDEO,6209,1280,509
4455,24,7,18,8/4/2022,BLOG,1062,192,18
1756,29,13,10,8/5/2022,SOCIAL MEDIA,2702,848,316
1229,24,7,2,8/5/2022,SOCIAL MEDIA,4156,951,261
216,32,4,17,8/6/2022,VIDEO,4938,1068,234
1954,50,20,19,8/6/2022,SOCIAL MEDIA,7238,1239,325
2802,24,13,10,8/6/2022,BLOG,7571,639,156
2479,15,12,7,8/6/2022,VIDEO,4627,1593,511
2251,27,13,8,8/6/2022,SOCIAL MEDIA,2953,1032,229
4176,5,20,2,8/6/2022,VIDEO,3800,567,99
2960,34,7,19,8/7/2022,SOCIAL MEDIA,2501,249,94
4356,12,3,7,8/8/2022,BLOG,7668,2333,472
1595,20,16,20,8/8/2022,BLOG,5930,564,124
3239,35,15,5,8/9/2022,BLOG,5633,1995,783
3608,26,9,1,8/9/2022,VIDEO,2764,769,116
1886,13,7,11,8/10/2022,VIDEO,2366,396,63
105,10,16,11,8/10/2022,BLOG,4327,1380,465
649,5,13,17,8/11/2022,BLOG,1618,608,98
523,23,7,1,8/11/2022,BLOG,6420,1094,188
3340,13,15,19,8/11/2022,BLOG,5802,2029,512
4230,23,16,11,8/12/2022,BLOG,2233,300,108
1370,27,16,14,8/12/2022,VIDEO,3746,409,153
781,28,11,1,8/13/2022,BLOG,7559,912,204
509,40,14,6,8/13/2022,SOCIAL MEDIA,508,147,34
3894,19,11,15,8/13/2022,BLOG,753,197,40
4322,21,16,11,8/14/2022,BLOG,3104,457,161
3686,19,1,17,8/14/2022,VIDEO,958,344,45
4579,1,5,20,8/14/2022,BLOG,6801,2286,516
968,44,16,15,8/14/2022,VIDEO,7410,1585,436
1264,43,9,7,8/14/2022,SOCIAL MEDIA,7538,1603,156
1645,4,2,14,8/14/2022,VIDEO,7207,1077,343
2904,32,12,8,8/14/2022,SOCIAL MEDIA,3532,1204,348
2745,32,12,18,8/14/2022,VIDEO,3612,1001,309
2259,13,7,13,8/15/2022,VIDEO,3708,684,61
1148,8,2,9,8/15/2022,VIDEO,872,148,47
194,34,15,10,8/15/2022,SOCIAL MEDIA,5719,587,125
4598,44,19,6,8/15/2022,BLOG,7063,588,71
481,27,15,10,8/16/2022,BLOG,3561,1185,206
1988,21,9,12,8/16/2022,SOCIAL MEDIA,6133,1979,179
3665,1,7,1,8/17/2022,VIDEO,1620,599,213
3017,15,12,9,8/17/2022,BLOG,7617,911,266
4043,21,6,8,8/18/2022,BLOG,6186,1110,312
1788,28,13,15,8/18/2022,SOCIAL MEDIA,7447,2462,242
378,22,14,18,8/19/2022,VIDEO,7680,2029,526
4003,24,13,18,8/19/2022,SOCIAL MEDIA,196,58,4
3172,33,16,20,8/20/2022,BLOG,6407,1448,290
2058,37,15,19,8/20/2022,BLOG,3086,848,157
3160,13,18,2,8/21/2022,BLOG,3971,949,143
3778,14,1,12,8/22/2022,VIDEO,1957,241,80
2713,9,15,7,8/22/2022,VIDEO,1423,267,60
125,44,12,20,8/22/2022,SOCIAL MEDIA,621,199,29
106,13,17,11,8/23/2022,SOCIAL MEDIA,7793,951,335
210,8,13,12,8/23/2022,SOCIAL MEDIA,2113,624,232
1275,36,13,3,8/23/2022,VIDEO,596,100,24
4369,7,7,17,8/23/2022,VIDEO,7814,1646,178
651,46,4,11,8/24/2022,SOCIAL MEDIA,7744,1134,223
1934,19,14,9,8/24/2022,BLOG,6707,868,205
1721,16,19,9,8/25/2022,SOCIAL MEDIA,6906,541,83
2878,19,6,16,8/25/2022,BLOG,1457,232,32
2494,49,2,7,8/25/2022,SOCIAL MEDIA,5368,2010,766
3309,42,4,18,8/25/2022,BLOG,4011,1494,472
2321,32,16,5,8/26/2022,VIDEO,4382,1337,111
1822,45,5,15,8/26/2022,VIDEO,424,131,47
1572,38,1,17,8/26/2022,SOCIAL MEDIA,1794,416,124
14,2,16,2,8/26/2022,SOCIAL MEDIA,6837,2251,317
77,26,20,18,8/27/2022,SOCIAL MEDIA,1671,482,143
959,2,1,17,8/27/2022,VIDEO,640,78,6
1688,41,15,17,8/27/2022,SOCIAL MEDIA,1889,173,33
2180,19,18,8,8/27/2022,SOCIAL MEDIA,4529,699,255
2169,24,7,18,8/27/2022,SOCIAL MEDIA,633,81,30
3208,8,10,11,8/27/2022,VIDEO,3967,1411,207
3990,4,16,15,8/27/2022,VIDEO,6333,689,140
3490,48,14,19,8/28/2022,BLOG,624,206,46
3506,3,14,13,8/29/2022,BLOG,4371,554,90
4334,6,13,5,8/29/2022,BLOG,6683,1393,152
2046,33,13,18,8/29/2022,VIDEO,6292,570,60
2422,35,14,6,8/29/2022,VIDEO,2887,587,67
1266,15,14,18,8/29/2022,BLOG,2739,969,230
1,39,1,9,8/30/2022,BLOG,1883,671,190
2651,47,10,2,8/30/2022,SOCIAL MEDIA,6379,858,168
2864,7,12,14,8/31/2022,VIDEO,863,161,30
1228,19,4,11,8/31/2022,BLOG,6768,846,213
2152,28,12,10,9/1/2022,VIDEO,1262,454,143
4006,9,9,6,9/1/2022,VIDEO,4247,995,231
4623,31,2,17,9/1/2022,BLOG,2458,457,133
4324,19,10,12,9/2/2022,BLOG,4042,763,81
1931,43,7,1,9/2/2022,SOCIAL MEDIA,3953,1506,501
1810,20,12,7,9/2/2022,VIDEO,7352,781,116
39,24,11,11,9/2/2022,VIDEO,4881,1204,373
332,11,1,11,9/3/2022,BLOG,2533,355,53
4401,9,10,10,9/3/2022,BLOG,6560,1793,290
3408,20,2,14,9/3/2022,BLOG,3684,705,262
4438,20,20,15,9/3/2022,BLOG,3941,829,250
1890,40,8,15,9/4/2022,BLOG,7140,1615,553
1912,43,8,10,9/5/2022,VIDEO,1123,137,36
1763,37,18,13,9/5/2022,SOCIAL MEDIA,4562,960,303
669,45,11,2,9/5/2022,VIDEO,727,104,12
3201,11,9,13,9/5/2022,VIDEO,6135,1971,241
3780,46,6,3,9/6/2022,BLOG,5124,1016,327
1793,49,5,7,9/6/2022,BLOG,852,251,37
2138,31,5,4,9/6/2022,SOCIAL MEDIA,2484,319,87
2493,8,12,10,9/6/2022,VIDEO,3120,323,104
2689,10,10,11,9/7/2022,BLOG,2742,641,60
1964,7,14,18,9/7/2022,BLOG,6270,563,50
1437,20,16,14,9/7/2022,VIDEO,947,205,16
1322,39,6,1,9/7/2022,BLOG,3479,579,59
1344,15,8,6,9/8/2022,SOCIAL MEDIA,7037,2173,216
1250,6,1,7,9/8/2022,SOCIAL MEDIA,4216,1453,396
1131,46,4,13,9/8/2022,BLOG,4722,590,60
1193,28,11,18,9/8/2022,SOCIAL MEDIA,3593,862,172
1658,33,14,16,9/8/2022,VIDEO,3933,1509,287
1491,17,10,3,9/8/2022,SOCIAL MEDIA,2088,475,103
1559,39,8,12,9/8/2022,BLOG,396,41,12
4018,9,19,8,9/8/2022,VIDEO,4001,1037,273
4145,38,2,2,9/8/2022,SOCIAL MEDIA,3599,861,193
4013,19,19,5,9/9/2022,BLOG,7496,649,80
3151,24,2,1,9/9/2022,SOCIAL MEDIA,5139,450,134
1474,39,16,14,9/9/2022,SOCIAL MEDIA,3869,1072,371
1725,13,13,13,9/9/2022,VIDEO,1557,401,119
406,36,16,7,9/9/2022,SOCIAL MEDIA,6347,741,137
468,7,15,20,9/9/2022,SOCIAL MEDIA,4974,408,92
232,38,8,8,9/9/2022,VIDEO,4956,495,105
519,50,18,15,9/10/2022,VIDEO,1113,172,39
390,31,15,7,9/11/2022,BLOG,5569,1596,526
1396,6,4,12,9/11/2022,VIDEO,1341,245,81
2089,19,15,19,9/11/2022,SOCIAL MEDIA,5554,514,102
2356,32,20,12,9/11/2022,BLOG,3393,734,100
4521,33,13,7,9/11/2022,SOCIAL MEDIA,2655,326,36
3228,31,20,3,9/12/2022,VIDEO,2797,577,163
3053,13,14,13,9/12/2022,SOCIAL MEDIA,5403,937,257
4343,37,9,3,9/12/2022,BLOG,2994,501,42
536,44,8,10,9/12/2022,SOCIAL MEDIA,2999,328,101
4602,38,17,19,9/13/2022,BLOG,4466,886,212
4196,44,6,1,9/14/2022,SOCIAL MEDIA,2446,390,138
120,33,1,7,9/14/2022,VIDEO,1674,486,164
1195,29,20,7,9/14/2022,VIDEO,4527,787,135
1095,16,9,17,9/14/2022,VIDEO,5586,1952,568
2842,8,10,19,9/14/2022,SOCIAL MEDIA,2193,615,223
2715,6,20,17,9/16/2022,BLOG,1028,106,24
2380,34,19,9,9/16/2022,BLOG,7069,1989,336
1402,1,20,8,9/17/2022,SOCIAL MEDIA,4459,389,113
3487,31,16,18,9/18/2022,BLOG,5451,2029,421
1236,39,15,8,9/19/2022,VIDEO,3785,714,99
2416,33,16,6,9/19/2022,VIDEO,2451,729,81
1823,9,18,17,9/19/2022,SOCIAL MEDIA,7126,2167,729
1211,4,9,20,9/20/2022,SOCIAL MEDIA,3932,525,177
480,21,15,2,9/20/2022,SOCIAL MEDIA,2066,387,85
2711,18,20,19,9/21/2022,BLOG,4511,652,106
3540,45,20,4,9/21/2022,BLOG,2787,244,50
4187,42,8,9,9/21/2022,VIDEO,5543,1386,422
3876,36,19,9,9/22/2022,VIDEO,5008,1822,501
2877,43,9,3,9/22/2022,VIDEO,6960,1667,419
1459,14,6,18,9/23/2022,BLOG,3254,571,191
3774,43,4,18,9/23/2022,VIDEO,5606,1491,547
4158,2,9,7,9/24/2022,VIDEO,2227,780,103
4608,2,13,7,9/24/2022,BLOG,5699,1928,219
503,39,4,18,9/24/2022,SOCIAL MEDIA,1951,574,202
104,25,11,12,9/24/2022,SOCIAL MEDIA,5433,892,133
2700,36,17,13,9/24/2022,BLOG,3516,872,79
1532,7,19,14,9/24/2022,BLOG,349,77,8
1585,26,7,1,9/25/2022,VIDEO,569,149,19
1599,34,16,20,9/25/2022,SOCIAL MEDIA,3274,908,245
1998,29,12,16,9/25/2022,VIDEO,3101,843,229
2373,5,15,4,9/25/2022,VIDEO,6321,1308,415
2341,44,1,13,9/25/2022,SOCIAL MEDIA,2915,1016,296
290,20,13,7,9/25/2022,SOCIAL MEDIA,6881,2028,521
511,26,16,16,9/25/2022,SOCIAL MEDIA,2552,770,220
658,37,18,3,9/25/2022,VIDEO,7079,1943,586
915,13,7,6,9/25/2022,SOCIAL MEDIA,6047,474,90
3546,29,18,3,9/25/2022,BLOG,4456,1484,257
3126,23,12,13,9/25/2022,BLOG,5555,1055,112
976,2,13,17,9/26/2022,SOCIAL MEDIA,6759,1938,703
2210,45,3,6,9/26/2022,SOCIAL MEDIA,978,185,32
2149,29,15,12,9/26/2022,BLOG,6974,1894,520
1638,3,6,4,9/26/2022,VIDEO,3441,986,195
1502,30,5,12,9/26/2022,VIDEO,6332,2283,508
1758,25,20,11,9/26/2022,SOCIAL MEDIA,6840,1294,447
710,22,2,20,9/27/2022,SOCIAL MEDIA,4104,632,70
1163,27,15,14,9/28/2022,BLOG,969,141,46
4173,36,17,11,9/29/2022,SOCIAL MEDIA,6191,2315,744
4234,24,12,8,9/29/2022,SOCIAL MEDIA,4763,530,99
4556,41,16,13,9/30/2022,VIDEO,2269,529,101
2816,45,13,13,9/30/2022,BLOG,1173,212,59
2248,31,18,19,10/1/2022,BLOG,1939,162,48
1241,26,12,2,10/1/2022,BLOG,2646,851,71
88,28,12,7,10/1/2022,SOCIAL MEDIA,1360,440,121
1933,33,11,20,10/2/2022,VIDEO,6067,1230,96
3561,1,7,9,10/2/2022,VIDEO,3351,315,78
3367,41,15,20,10/3/2022,SOCIAL MEDIA,1303,265,84
4274,22,7,13,10/3/2022,BLOG,7432,1698,507
3701,47,10,8,10/3/2022,VIDEO,1365,446,143
1118,3,7,20,10/3/2022,BLOG,4734,933,262
3404,22,19,16,10/4/2022,SOCIAL MEDIA,2433,635,137
4255,45,15,4,10/5/2022,SOCIAL MEDIA,4265,858,268
809,2,3,13,10/5/2022,SOCIAL MEDIA,5275,516,151
65,3,14,12,10/5/2022,BLOG,524,94,30
1562,31,15,8,10/5/2022,BLOG,2291,543,168
3743,23,7,13,10/6/2022,BLOG,5626,703,223
4290,2,7,3,10/7/2022,BLOG,2626,660,131
3073,15,13,12,10/7/2022,SOCIAL MEDIA,7194,659,225
3055,23,13,13,10/7/2022,SOCIAL MEDIA,4430,1610,305
1904,28,3,10,10/7/2022,VIDEO,3186,250,25
1455,17,14,1,10/7/2022,BLOG,7064,1425,429
1066,6,13,15,10/8/2022,SOCIAL MEDIA,4153,783,140
1977,34,12,13,10/8/2022,SOCIAL MEDIA,3602,1164,138
4265,6,17,15,10/8/2022,BLOG,4398,501,103
4391,44,1,14,10/9/2022,SOCIAL MEDIA,5270,666,178
4129,22,9,3,10/9/2022,SOCIAL MEDIA,4208,732,160
3915,13,20,9,10/9/2022,BLOG,4840,1434,406
3583,1,18,13,10/9/2022,SOCIAL MEDIA,2848,431,107
2546,30,7,1,10/9/2022,VIDEO,6158,1035,289
2874,29,20,5,10/9/2022,VIDEO,5823,858,101
